mesure_dt,area_nm,city,fact_manage_nm,fact_adres,stack_code,hcl_mesure_value,nox_mesure_value,sox_mesure_value,co_mesure_value,tsp_mesure_value,nh3_mesure_value,hf_mesure_value,hcl_exhst_perm_stdr_value,nox_exhst_perm_stdr_value,sox_exhst_perm_stdr_value,co_exhst_perm_stdr_value,tsp_exhst_perm_stdr_value,collected_at
2026-07-12 08:30,충청북도,청주시,청주시 생활폐기물처리시설,충청북도 청주시 흥덕구 가로수로 969-1 (휴암동),1,기기점검,기기점검,기기점검,기기점검,1.43,,,9.6,42.5,16,45,12,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,청주시 생활폐기물처리시설,충청북도 청주시 흥덕구 가로수로 969-1 (휴암동),2,3.31,9.59,1.36,0.93,0.56,,,9.6,42.5,16,45,12,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,청주시환경관리본부(하수처리과),충청북도 청주시 흥덕구 옥산면 미호로 555,1,0.29,23.42,8.56,10.85,1.46,,,9.6,42.5,16,45,12,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,청주시환경관리본부(하수처리과),충청북도 청주시 흥덕구 옥산면 미호로 555,16,,16.94,,,,,,,70,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,청주시환경관리본부(하수처리과),충청북도 청주시 흥덕구 옥산면 미호로 555,2,0.05,20.18,0.00,3.79,2.41,,,9.6,42.5,16,45,12,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,충주시,충주시클린에너지파크,충청북도 충주시 대소원면 성종두담길 21,1,0.48,26.94,2.37,3.92,2.06,,,9.6,42.5,16,45,12,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,태림포장(주)청원공장,충청북도 청주시 청원구 오창읍 두릉유리로 56-12,2,,측정자료확인중(가동중지),,,,,,,40,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,태림포장(주)청원공장,충청북도 청주시 청원구 오창읍 두릉유리로 56-12,3,,측정자료확인중(가동중지),,,,,,,40,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,태봉광업㈜ 단양공장,충청북도 단양군 단양읍 현천길 21,1,,17.62,,,,,,,170,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,음성군,한국동서발전(주) 음성건설본부,충청북도 음성군 음성읍 한불로 154,2,,측정자료확인중(가동중지),,,,,,,40,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,한국지역난방공사 청주지사,충청북도 청주시 서원구 3순환로644번길 159 (죽림동),1,,측정자료확인중(가동중지),,,,,,,20,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,한국지역난방공사 청주지사,충청북도 청주시 서원구 3순환로644번길 159 (죽림동),3,,측정자료확인중(가동중지),,,,,,,42,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,한국지역난방공사 청주지사,충청북도 청주시 서원구 3순환로644번길 159 (죽림동),4,,측정자료확인중(가동중지),,,,,,,7,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,한세이프에너지㈜,충청북도 청주시 흥덕구 직지대로474번길 2,1,0.00,30.01,0.61,12.35,2.89,,,12,59.5,24,180,16,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,청주시,한세이프에너지㈜,충청북도 청주시 흥덕구 직지대로474번길 2,2,측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),,,15,59.5,24,180,16,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜ 삼곡공장,충청북도 단양군 매포읍 고양길 95,4,미수신,미수신,,,미수신,,,9,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜ 삼곡공장,충청북도 단양군 매포읍 고양길 95,5,,,,,미수신,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,1,측정자료확인중(가동중지),측정자료확인중(가동중지),,,측정자료확인중(가동중지),,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,10,,,,,12.20,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,11,,,,,8.12,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,12,,,,,2.66,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,2,측정자료확인중(가동중지),측정자료확인중(가동중지),,,측정자료확인중(가동중지),,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,3,0.21,214.79,,,7.64,,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,4,측정자료확인중(가동중지),측정자료확인중(가동중지),,,측정자료확인중,,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,5,0.44,73.20,,,6.62,,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,6,0.65,145.84,,,6.10,,,8,270,,,15,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,7,,,,,1.42,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,8,,,,,1.80,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,한일시멘트㈜단양공장,충청북도 단양군 매포읍 매포길 245,9,,,,,3.83,,,,,,,30,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,1,,61.62,0.00,,,,,,100,140,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,10,,41.54,,,,,,,100,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,11,,45.61,,,,,,,100,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,22,0.00,,,,,,,4,,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,23,0.00,,,,,,,4,,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,24,0.00,,,,,,,4,,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,25,0.00,,,,,,,4,,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,7,,22.12,,,,,,,100,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,진천군,한화솔루션㈜ 진천사업장,충청북도 진천군 이월면 산수산단2로 202,9,,53.65,,,,,,,100,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,현대석회,충청북도 단양군 단양읍 단양노동길 203,1,,미수신,,,,,,,210,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,현대석회,충청북도 단양군 단양읍 단양노동길 203,2,,미수신,,,,,,,210,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,단양군,현대석회,충청북도 단양군 단양읍 단양노동길 203,7,,미수신,,,,,,,210,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,충주시,현대성우캐스팅㈜충주제1공장,충청북도 충주시 충주호수로 344,16,,0.86,,,,,,,105,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,충주시,현대성우캐스팅㈜충주제1공장,충청북도 충주시 충주호수로 344,2,,0.00,,,,,,,105,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,충주시,현대성우캐스팅㈜충주제2공장,충청북도 충주시 충주산단2로 70,1,,0.09,,,,,,,105,,,,2026-07-12 10:00:05
2026-07-12 08:30,충청북도,충주시,현대성우캐스팅㈜충주제2공장,충청북도 충주시 충주산단2로 70,3,,2.20,,,,,,,105,,,,2026-07-12 10:00:05
2026-07-12 09:00,충청북도,음성군,KBI메탈㈜ 음성공장,충청북도 음성군 대소면 대소산단로 66,1,,0.00,,,,,,,105,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,KBI메탈㈜ 음성공장,충청북도 음성군 대소면 대소산단로 66,3,,2.01,,,,,,,105,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜다나에너지솔루션,충청북도 청주시 청원구 오창읍 여천3길 166,1,0.13,7.84,0.00,1.39,0.96,,,9.6,42.5,16,40,12,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜삼보광업 단양지점,충청북도 단양군 매포읍 매포어상천로 67-10,2,,85.31,,,,,,,170,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜삼보광업 단양지점,충청북도 단양군 매포읍 매포어상천로 67-10,3,,76.07,,,,,,,170,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜삼보광업 단양지점,충청북도 단양군 매포읍 매포어상천로 67-10,5,,70.93,,,,,,,80,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,충주시,㈜삼일씨엔에스 충주,충청북도 충주시 충주산단2로 121,7,,측정자료확인중(가동중지),,,,,,,100,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜삼현,충청북도 음성군 생극면 음성로 1706,10,,12.79,,,,,,,150,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜삼현,충청북도 음성군 생극면 음성로 1706,2,,0.03,,,,,,,150,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜삼현,충청북도 음성군 생극면 음성로 1706,3,,0.00,,,,,,,150,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜삼현,충청북도 음성군 생극면 음성로 1706,9,,4.58,,,,,,,150,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,㈜서호 용해공장,충청북도 진천군 이월면 성중로 377,2,,0.00,,,,,,,195,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,충주시,㈜세람에너지서비스(충주),충청북도 충주시 충주호수로 108 (목행동),2,미수신,미수신,미수신,미수신,미수신,,,10,50,20,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜에이스침대 제1공장,충청북도 음성군 삼성면 상곡로 55-35,1,측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),,,15,70,30,200,20,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜에이테크,충청북도 음성군 원남면 원남산단1길 79,1,,0.00,,,,,,,105,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜엔이티,충청북도 청주시 흥덕구 옥산면 옥산산단로 76,1,보수중,보수중,보수중,보수중,보수중,,,10,42.5,20,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜엘지에너지솔루션 오창에너지플랜트2,충청북도 청주시 청원구 오창읍 2산단로 81,1,,측정자료확인중(가동중지),,,,,,,60,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜엘지에너지솔루션 오창에너지플랜트2,충청북도 청주시 청원구 오창읍 2산단로 81,9,,14.07,,,,,,,40,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜엘지화학 청주공장,충청북도 청주시 흥덕구 백봉로 39 (송정동),5,,0.00,,,,,,,49,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,㈜오뚜기,충청북도 음성군 대소면 대풍산단로 128,54,,측정자료확인중(가동중지),,,,,,,60,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜유니온,충청북도 청주시 상당구 가덕면 상장인차로 27,1,,측정자료확인중,,,측정자료확인중(가동중지),,,,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜유니온,충청북도 청주시 상당구 가덕면 상장인차로 27,2,,,,,2.60,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜정식품,충청북도 청주시 흥덕구 산단로 124,5,,기기점검,,,,,,,60,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜정식품,충청북도 청주시 흥덕구 산단로 124,6,,기기점검,,,,,,,60,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,㈜제스코파워,충청북도 청주시 흥덕구 강내면 태성1길 20-44,1,미수신,미수신,,미수신,미수신,,,10,50,,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,1,,60.20,,,5.63,,,,210,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,10,,42.43,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,13,,75.73,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,14,,111.32,,,1.76,,,,210,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,20,,103.19,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,51,,55.80,,,,,,,170,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양1공장,충청북도 단양군 매포읍 단양로 1295-14,56,,7.06,,,1.40,,,,170,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양2공장,충청북도 단양군 매포읍 단양로 2203-22,1,,기기점검,,,1.63,,,,210,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,㈜태경비케이 단양2공장,충청북도 단양군 매포읍 단양로 2203-22,15,,85.05,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,광진산업㈜ 단양지점,충청북도 단양군 매포읍 매포어상천로 126,1,,70.96,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,광진산업㈜ 단양지점,충청북도 단양군 매포읍 매포어상천로 126,2,,69.01,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,괴산군,괴산군청(괴산군 자원순환센터),충청북도 괴산군 괴산읍 능촌로2길 70-37,1,4.51,32.42,,4.67,0.76,,,12,56,,160,12,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,금강공업㈜ 음성2공장,충청북도 음성군 생극면 대금로 1994,1,,0.00,0.00,,,,,,105,140,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,음성군,금강공업㈜ 음성2공장,충청북도 음성군 생극면 대금로 1994,2,,0.00,0.00,,,,,,105,140,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,2,0.62,33.45,0.00,2.74,0.35,,,12,47,20,50,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,3,보수중,측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),측정자료확인중(가동중지),,,15,65.8,30,200,20,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,41,,6.99,,,,,,,141,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,6,0.06,37.39,,1.68,0.83,,,10,47,,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,7,0.09,39.20,,0.46,0.93,,,10,47,,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,깨끗한나라㈜ 청주공장,충청북도 청주시 흥덕구 강내면 태성1길 64,8,0.00,37.62,0.00,0.00,0.53,,,12,47,20,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,나투라페이퍼㈜,충청북도 청주시 흥덕구 오송읍 상정쌍청로 171,2,7.24,25.85,4.81,18.74,1.10,,,12,50,20,50,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,대림바스 주식회사,충청북도 제천시 봉양읍 제원로 80-50,7,,23.26,,,,,,,150,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,대한제지㈜,충청북도 청주시 흥덕구 오송읍 상정쌍청로 256,1,기기점검,기기점검,기기점검,기기점검,1.06,,,12,50,20,50,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,대한제지㈜,충청북도 청주시 흥덕구 오송읍 상정쌍청로 256,3,기기점검,기기점검,기기점검,기기점검,0.49,,,10,50,20,50,10,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,동서식품㈜,충청북도 진천군 광혜원면 광혜원산단2길 78-11,1,,측정자료확인중(가동중지),,,,,,,40,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,동흥소재㈜,충청북도 단양군 단양읍 단양로 602-26,1,,77.92,,,,,,,210,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,롯데패키징솔루션즈(주)진천공장,충청북도 진천군 덕산읍 초금로 318-51,9,,1.40,,,,,,,70,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,리뉴에너지충북(주),충청북도 청주시 청원구 북이면 신대석성로 245,2,4.18,26.73,0.09,11.53,2.37,,,12,50,20,45,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,리뉴에너지충북(주),충청북도 청주시 청원구 북이면 신대석성로 245,3,5.35,30.37,0.86,5.74,2.03,,,12,50,20,45,8,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,리뉴에너지충북(주),충청북도 청주시 청원구 북이면 신대석성로 245,4,6.29,43.71,0.00,10.62,0.56,,,12,50,20,45,8,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,마이크로웍스 주식회사 진천공장,충청북도 진천군 이월면 고등1길 27,32,,30.94,,,,,,,105,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,충주시,미원스페셜티케미칼㈜ 충주공장,충청북도 충주시 대소원면 기업도시1로 21,10,,21.95,,,,,,,60,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,10,,,,,4.15,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,11,,,,,0.09,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,12,,,,,2.36,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,2,0.06,67.84,,,3.87,,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,3,미수신,미수신,,,미수신,,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,4,2.32,82.98,,,0.66,,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,5,측정자료확인중(가동중지),측정자료확인중(가동중지),,,측정자료확인중(가동중지),,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,6,1.43,136.20,,,0.85,,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,7,0.34,84.47,,,0.73,,,8,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,단양군,성신양회㈜ 단양공장,충청북도 단양군 매포읍 매포길 18,9,,,,,미수신,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,스템코㈜,충청북도 청주시 흥덕구 옥산면 과학산업4로 79-44,12,,9.23,,,,,,,28,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,스템코㈜,충청북도 청주시 흥덕구 옥산면 과학산업4로 79-44,19,,측정자료확인중(가동중지),,,,,,,40,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,씨제이제일제당(주)진천 BLOSSOM CAMPUS,충청북도 진천군 진천읍 씨제이로 110,7,,17.28,,,,,,,40,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,1,측정자료확인중(가동중지),측정자료확인중(가동중지),,,측정자료확인중,,,9,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,3,0.01,199.43,,,2.54,,,9,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,4,0.05,45.59,,,1.76,,,9,270,,,15,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,5,,,,,2.32,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,6,,,,,2.75,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,제천시,아세아시멘트㈜ 제천,충청북도 제천시 송학면 송학산로 14,7,,,,,3.31,,,,,,,30,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,진천군,에스와이에너지㈜,충청북도 진천군 초평면 초평로 473,6,,10.55,1.07,,10.69,,,,75,200,,25,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주1공장,충청북도 청주시 흥덕구 대신로 215,39,,측정자료확인중(가동중지),,,,,,,42,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주1공장,충청북도 청주시 흥덕구 대신로 215,41,,12.00,,,,,,,28,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주3공장,충청북도 청주시 흥덕구 직지대로 337,21,,0.00,,,,,,,77.7,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주3공장,충청북도 청주시 흥덕구 직지대로 337,22,,6.52,,,,,,,77.7,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,13,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,14,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,15,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,19,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,20,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,21,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,32,,10.77,,,,,,,28,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,38,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,41,,8.01,,,,,,,28,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,57,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,58,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,59,0.01,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,63,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,64,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,65,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,66,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,67,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
2026-07-12 09:00,충청북도,청주시,에스케이하이닉스㈜ 청주4공장,충청북도 청주시 흥덕구 에스케이로 120,87,0.00,,,,,,,3,,,,,2026-07-12 10:30:05
