tm,stnId,stnNm,wd,ws,ta,hm,pa,icsr,ss,dc10Tca,rn
2026-06-22 06:00,127,충주,90,1.5,19.8,86,995.3,0.03,0.0,9,
2026-06-22 07:00,127,충주,90,0.6,20.2,85,995.9,0.2,0.0,10,
2026-06-22 08:00,127,충주,0,0.3,20.7,84,995.9,0.39,0.0,10,
2026-06-22 09:00,127,충주,50,1.5,22.3,73,995.8,0.74,0.0,10,
2026-06-22 10:00,127,충주,50,1.6,24.1,67,995.7,1.68,0.0,9,
2026-06-22 11:00,127,충주,0,0.2,25.1,64,995.3,2.28,0.4,9,
2026-06-22 12:00,127,충주,360,2.2,26.2,64,995.3,1.89,0.0,10,
2026-06-22 13:00,127,충주,340,2.0,25.1,62,995.0,1.19,0.0,10,
2026-06-22 14:00,127,충주,20,0.9,26.1,61,994.8,1.12,0.0,9,
2026-06-22 15:00,127,충주,160,0.7,26.0,62,994.7,1.29,0.0,10,
2026-06-22 16:00,127,충주,180,1.8,26.0,60,994.2,1.3,0.1,10,
2026-06-22 17:00,127,충주,140,1.6,25.6,59,994.1,1.39,0.5,8,
2026-06-22 18:00,127,충주,200,1.8,25.3,64,994.4,0.65,0.0,8,
2026-06-22 19:00,127,충주,160,1.4,24.8,64,994.8,0.66,0.9,3,
2026-06-22 20:00,127,충주,70,0.7,22.6,74,995.3,0.11,0.1,8,
2026-06-22 21:00,127,충주,90,0.7,21.3,78,996.1,,,9,
2026-06-22 22:00,127,충주,70,1.0,20.7,80,996.8,,,8,
2026-06-22 23:00,127,충주,90,0.6,20.5,80,997.0,,,9,
2026-06-23 00:00,127,충주,0,0.4,20.1,82,996.8,,,8,
2026-06-23 01:00,127,충주,0,0.0,18.8,86,996.6,,,7,
2026-06-23 02:00,127,충주,90,0.8,18.3,88,996.4,,,5,
2026-06-23 03:00,127,충주,70,1.0,18.7,88,996.1,,,3,
2026-06-23 04:00,127,충주,70,0.7,19.3,88,996.6,,,8,
2026-06-23 05:00,127,충주,90,1.3,20.1,83,996.6,,,6,
2026-06-23 06:00,127,충주,70,1.3,20.2,78,996.9,0.09,0.0,6,
2026-06-23 07:00,127,충주,50,1.7,20.9,73,997.1,0.55,0.2,4,
2026-06-23 08:00,127,충주,50,2.4,22.0,70,997.1,1.37,0.9,5,
2026-06-23 09:00,127,충주,70,3.1,22.7,64,997.0,2.14,1.0,0,
2026-06-23 10:00,127,충주,70,2.1,24.4,60,997.3,2.79,1.0,2,
2026-06-23 11:00,127,충주,90,2.0,25.6,55,997.2,3.34,0.9,4,
2026-06-23 12:00,127,충주,20,2.7,26.9,50,996.7,2.81,0.6,4,
2026-06-23 13:00,127,충주,70,3.0,27.7,39,996.1,3.56,1.0,5,
2026-06-23 14:00,127,충주,110,2.3,28.0,38,995.7,3.6,1.0,1,
2026-06-23 15:00,127,충주,50,2.7,29.3,39,995.2,3.29,1.0,0,
2026-06-23 16:00,127,충주,50,2.7,29.4,38,994.9,2.8,1.0,0,
2026-06-23 17:00,127,충주,110,1.9,28.3,42,994.8,2.13,1.0,0,
2026-06-23 18:00,127,충주,110,2.7,26.8,47,995.2,1.38,1.0,4,
2026-06-23 19:00,127,충주,110,2.8,24.7,51,996.0,0.52,0.5,8,
2026-06-23 20:00,127,충주,90,2.7,22.7,57,996.3,0.08,0.0,8,
2026-06-23 21:00,127,충주,90,1.9,21.6,61,997.3,,,8,
2026-06-23 22:00,127,충주,90,2.5,20.7,62,997.8,,,5,
2026-06-23 23:00,127,충주,90,1.8,19.6,68,997.9,,,8,
2026-06-24 00:00,127,충주,90,1.3,18.7,71,998.1,,,5,
2026-06-24 01:00,127,충주,90,1.5,18.3,70,997.6,,,7,
2026-06-24 02:00,127,충주,50,1.1,18.1,68,997.3,,,7,
2026-06-24 03:00,127,충주,0,0.3,16.5,77,997.1,,,3,
2026-06-24 04:00,127,충주,0,0.2,15.7,81,996.9,,,2,
2026-06-24 05:00,127,충주,20,1.2,16.1,75,996.6,,,6,
2026-06-24 06:00,127,충주,70,1.8,17.3,70,996.8,0.02,0.0,3,
2026-06-24 07:00,127,충주,70,3.0,18.9,65,997.0,0.44,0.5,3,
2026-06-24 08:00,127,충주,70,2.8,20.4,60,996.7,1.3,1.0,7,
2026-06-24 09:00,127,충주,50,3.3,22.1,54,996.1,1.96,1.0,7,
2026-06-24 10:00,127,충주,70,2.8,23.7,50,995.5,2.47,1.0,8,
2026-06-24 11:00,127,충주,50,2.8,25.0,47,995.5,2.49,0.8,8,
2026-06-24 12:00,127,충주,70,3.0,25.7,43,995.3,2.47,0.0,9,
2026-06-24 13:00,127,충주,50,2.5,26.7,42,994.6,2.41,0.1,8,
2026-06-24 14:00,127,충주,50,2.9,27.5,38,994.3,3.39,1.0,7,
2026-06-24 15:00,127,충주,70,1.7,27.2,41,994.0,2.36,0.6,9,
2026-06-24 16:00,127,충주,70,2.2,26.2,46,993.3,1.7,0.4,10,
2026-06-24 17:00,127,충주,70,2.0,26.5,46,992.7,1.05,0.2,10,
2026-06-24 18:00,127,충주,70,1.2,25.1,46,993.1,0.72,0.1,8,
2026-06-24 19:00,127,충주,70,1.6,24.3,50,993.6,0.25,0.0,9,
2026-06-24 20:00,127,충주,110,1.3,23.0,57,993.7,0.16,0.0,9,
2026-06-24 21:00,127,충주,0,0.3,22.5,56,994.0,,,7,
2026-06-24 22:00,127,충주,70,1.1,22.2,56,994.3,,,10,
2026-06-24 23:00,127,충주,90,1.3,21.7,56,993.6,,,3,
2026-06-25 00:00,127,충주,110,2.0,21.3,57,993.4,,,10,
2026-06-25 01:00,127,충주,90,1.0,21.0,59,993.1,,,10,
2026-06-25 02:00,127,충주,90,0.5,20.6,62,992.9,,,10,
2026-06-25 03:00,127,충주,90,1.5,20.3,64,992.4,,,6,
2026-06-25 04:00,127,충주,90,0.9,20.2,64,992.6,,,6,
2026-06-25 05:00,127,충주,70,1.8,20.1,63,992.4,,,6,
2026-06-25 06:00,127,충주,90,1.1,19.8,66,992.5,0.03,0.0,7,
2026-06-25 07:00,127,충주,70,1.3,20.5,64,992.7,0.22,0.0,7,
2026-06-25 08:00,127,충주,90,1.5,21.2,62,992.8,0.67,0.0,6,
2026-06-25 09:00,127,충주,90,1.8,22.2,60,992.5,1.55,0.5,7,
2026-06-25 10:00,127,충주,110,1.7,23.2,60,992.1,1.89,0.6,8,
2026-06-25 11:00,127,충주,90,1.2,24.5,57,992.1,2.1,0.0,9,
2026-06-25 12:00,127,충주,110,1.3,24.6,57,991.5,2.4,0.4,9,
2026-06-25 13:00,127,충주,110,1.7,26.8,53,990.4,2.75,0.3,8,
2026-06-25 14:00,127,충주,110,1.1,26.3,57,989.9,1.54,0.0,9,
2026-06-25 15:00,127,충주,110,1.0,25.4,64,989.6,0.53,0.0,9,
2026-06-25 16:00,127,충주,230,2.5,24.9,66,989.8,0.55,0.0,10,
2026-06-25 17:00,127,충주,340,1.6,25.1,66,989.5,0.79,0.0,8,
2026-06-25 18:00,127,충주,340,1.9,23.7,72,989.9,0.42,0.0,8,0.3
2026-06-25 19:00,127,충주,360,0.9,23.5,81,989.9,0.41,0.0,8,0.0
2026-06-25 20:00,127,충주,340,1.7,22.6,80,990.3,0.04,0.0,4,
2026-06-25 21:00,127,충주,360,0.8,21.4,82,990.4,,,1,
2026-06-25 22:00,127,충주,340,1.6,21.5,84,991.0,,,9,
2026-06-25 23:00,127,충주,290,0.5,20.8,85,991.1,,,6,
2026-06-26 00:00,127,충주,0,0.1,20.5,87,990.8,,,5,
2026-06-26 01:00,127,충주,360,1.1,20.1,86,990.9,,,3,
2026-06-26 02:00,127,충주,0,0.4,19.5,90,991.0,,,3,
2026-06-26 03:00,127,충주,0,0.2,19.3,90,990.9,,,3,
2026-06-26 04:00,127,충주,320,1.0,19.7,90,991.0,,,3,
2026-06-26 05:00,127,충주,320,1.5,19.2,90,991.4,,,7,0.0
2026-06-26 06:00,127,충주,340,0.8,19.0,92,991.7,0.0,0.0,7,0.9
2026-06-26 07:00,127,충주,290,0.8,19.5,91,992.0,0.11,0.0,7,0.0
2026-06-26 08:00,127,충주,250,1.2,21.0,83,992.3,0.7,0.1,6,
2026-06-26 09:00,127,충주,200,1.1,21.5,75,992.4,1.02,0.2,3,
2026-06-26 10:00,127,충주,250,1.4,23.1,68,992.4,1.77,0.4,5,
2026-06-26 11:00,127,충주,290,1.6,24.7,59,992.3,2.24,0.5,5,
2026-06-26 12:00,127,충주,320,1.7,25.3,61,991.6,2.62,0.6,5,
2026-06-26 13:00,127,충주,290,1.8,26.7,53,991.4,2.56,0.5,6,
2026-06-26 14:00,127,충주,320,1.9,27.6,48,991.2,2.58,0.6,2,
2026-06-26 15:00,127,충주,270,2.4,27.8,45,990.7,3.22,0.9,2,
2026-06-26 16:00,127,충주,290,1.6,27.5,43,990.7,2.46,0.8,1,
2026-06-26 17:00,127,충주,340,1.9,28.5,47,990.5,2.2,1.0,1,
2026-06-26 18:00,127,충주,320,2.2,28.1,46,990.7,1.46,1.0,0,
2026-06-26 19:00,127,충주,270,1.4,27.2,45,990.7,0.69,1.0,0,
2026-06-26 20:00,127,충주,70,1.3,23.7,61,991.3,0.1,0.2,2,
2026-06-26 21:00,127,충주,70,0.8,21.5,68,991.8,,,6,
2026-06-26 22:00,127,충주,70,0.8,20.7,69,992.0,,,6,
2026-06-26 23:00,127,충주,70,0.6,20.2,71,991.9,,,7,
2026-06-27 00:00,127,충주,70,0.8,19.3,76,991.9,,,7,
2026-06-27 01:00,127,충주,0,0.4,17.8,81,991.8,,,8,
2026-06-27 02:00,127,충주,50,0.6,17.6,86,991.3,,,6,
2026-06-27 03:00,127,충주,90,0.7,17.2,85,991.4,,,6,
2026-06-27 04:00,127,충주,70,0.7,16.6,89,991.4,,,6,
2026-06-27 05:00,127,충주,0,0.0,16.1,90,991.4,,,6,
2026-06-27 06:00,127,충주,180,0.5,16.5,89,991.6,0.02,0.0,5,
2026-06-27 07:00,127,충주,0,0.1,18.5,83,991.9,0.44,0.3,6,
2026-06-27 08:00,127,충주,360,0.5,20.7,76,992.3,1.11,0.7,9,
2026-06-27 09:00,127,충주,340,0.9,23.0,64,991.9,1.9,1.0,8,
2026-06-27 10:00,127,충주,250,1.1,24.1,60,992.0,1.93,0.7,7,
2026-06-27 11:00,127,충주,270,1.0,25.4,56,992.1,2.06,0.4,6,
2026-06-27 12:00,127,충주,70,1.3,28.4,44,991.4,3.71,1.0,4,
2026-06-27 13:00,127,충주,90,1.9,29.8,39,990.8,3.5,1.0,1,
2026-06-27 14:00,127,충주,140,1.8,31.0,37,990.4,3.51,1.0,0,
2026-06-27 15:00,127,충주,70,1.2,31.3,34,989.9,3.26,1.0,0,
2026-06-27 16:00,127,충주,230,1.5,31.7,35,989.8,2.54,0.9,1,
2026-06-27 17:00,127,충주,320,1.8,31.2,42,989.8,2.06,1.0,7,
2026-06-27 18:00,127,충주,340,2.8,30.4,44,990.0,1.39,1.0,3,
2026-06-27 19:00,127,충주,360,1.0,28.8,51,990.2,0.66,0.9,4,
2026-06-27 20:00,127,충주,70,0.9,26.0,62,990.7,0.1,0.1,0,
2026-06-27 21:00,127,충주,70,0.7,25.5,63,991.3,,,4,
2026-06-27 22:00,127,충주,140,1.7,26.5,46,992.0,,,4,
2026-06-27 23:00,127,충주,50,1.3,23.6,63,992.6,,,6,
2026-06-28 00:00,127,충주,0,0.4,22.0,62,992.9,,,0,
2026-06-28 01:00,127,충주,70,0.6,20.5,66,993.4,,,0,
2026-06-28 02:00,127,충주,0,0.2,19.1,74,993.2,,,0,
2026-06-28 03:00,127,충주,0,0.3,18.6,75,993.3,,,0,
2026-06-28 04:00,127,충주,0,0.4,18.2,78,993.7,,,0,
2026-06-28 05:00,127,충주,70,0.5,17.5,79,994.3,,,0,
2026-06-28 06:00,127,충주,0,0.4,17.7,80,994.5,0.02,0.0,0,
2026-06-28 07:00,127,충주,0,0.0,20.8,73,995.1,0.44,0.5,0,
2026-06-28 08:00,127,충주,360,1.3,23.4,67,995.4,1.32,1.0,0,
2026-06-28 09:00,127,충주,50,0.7,25.2,54,995.6,2.06,1.0,0,
2026-06-28 10:00,127,충주,320,1.2,27.1,52,995.4,2.71,1.0,0,
2026-06-28 11:00,127,충주,360,1.0,27.7,48,995.6,3.2,1.0,0,
2026-06-28 12:00,127,충주,270,2.1,29.2,44,995.2,3.52,1.0,0,
2026-06-28 13:00,127,충주,50,0.9,30.8,40,994.7,3.66,1.0,0,
2026-06-28 14:00,127,충주,250,2.4,31.1,31,994.6,3.55,1.0,0,
2026-06-28 15:00,127,충주,270,2.4,31.8,29,994.0,3.25,1.0,0,
2026-06-28 16:00,127,충주,110,1.1,31.8,25,993.8,2.79,1.0,0,
2026-06-28 17:00,127,충주,270,1.6,32.0,29,993.7,2.12,1.0,0,
2026-06-28 18:00,127,충주,230,1.8,31.5,33,993.8,1.4,1.0,0,
2026-06-28 19:00,127,충주,290,1.0,30.0,39,994.1,0.66,1.0,0,
2026-06-28 20:00,127,충주,290,1.2,27.5,53,994.8,0.09,0.0,4,
2026-06-28 21:00,127,충주,70,0.7,24.7,65,995.5,,,3,
2026-06-28 22:00,127,충주,70,0.8,23.8,70,996.4,,,3,
2026-06-28 23:00,127,충주,70,0.7,22.7,76,997.1,,,6,
2026-06-29 00:00,127,충주,70,0.8,22.7,74,997.1,,,7,
2026-06-29 01:00,127,충주,50,1.0,21.6,80,997.4,,,7,
2026-06-29 02:00,127,충주,0,0.3,20.8,80,997.5,,,8,
2026-06-29 03:00,127,충주,0,0.4,20.1,82,997.3,,,4,
2026-06-29 04:00,127,충주,0,0.3,19.6,86,997.6,,,3,
2026-06-29 05:00,127,충주,70,0.7,19.1,86,997.5,,,4,
2026-06-29 06:00,127,충주,70,0.6,19.3,83,998.3,0.03,0.0,0,
2026-06-29 07:00,127,충주,20,0.9,21.5,78,998.5,0.43,0.5,0,
2026-06-29 08:00,127,충주,50,1.0,23.2,69,998.5,1.21,1.0,3,
2026-06-29 09:00,127,충주,320,0.8,25.5,59,998.4,1.9,1.0,1,
2026-06-29 10:00,127,충주,20,1.2,27.2,55,998.3,2.58,1.0,0,
2026-06-29 11:00,127,충주,270,1.4,28.6,51,998.2,3.03,1.0,1,
2026-06-29 12:00,127,충주,340,1.7,29.4,50,997.7,3.34,1.0,2,
2026-06-29 13:00,127,충주,250,2.2,30.5,47,997.4,3.59,1.0,5,
2026-06-29 14:00,127,충주,340,2.1,30.4,46,996.9,2.49,0.7,6,
2026-06-29 15:00,127,충주,0,0.4,30.9,45,996.5,1.55,0.4,7,
2026-06-29 16:00,127,충주,110,1.3,30.3,49,996.1,0.99,0.1,7,
2026-06-29 17:00,127,충주,180,2.1,31.1,45,996.1,1.4,0.5,7,
2026-06-29 18:00,127,충주,160,2.6,30.6,44,996.1,1.22,0.9,2,
2026-06-29 19:00,127,충주,180,1.5,30.0,43,996.5,0.59,1.0,2,
2026-06-29 20:00,127,충주,70,1.2,26.2,54,996.9,0.1,0.0,3,
2026-06-29 21:00,127,충주,70,0.9,24.1,59,997.4,,,2,
2026-06-29 22:00,127,충주,70,1.0,23.2,63,998.1,,,4,
2026-06-29 23:00,127,충주,70,1.1,23.2,68,998.2,,,6,
2026-06-30 00:00,127,충주,70,1.1,22.7,67,998.4,,,7,
2026-06-30 01:00,127,충주,50,0.9,22.1,73,998.7,,,6,
2026-06-30 02:00,127,충주,90,0.7,20.7,76,998.8,,,3,
2026-06-30 03:00,127,충주,70,0.8,20.4,80,998.9,,,2,
2026-06-30 04:00,127,충주,70,0.5,19.7,82,998.7,,,0,
2026-06-30 05:00,127,충주,0,0.4,19.3,83,998.8,,,0,
2026-06-30 06:00,127,충주,90,0.6,19.6,86,999.1,0.05,0.0,4,
2026-06-30 07:00,127,충주,0,0.2,22.2,76,999.2,0.41,0.5,0,
2026-06-30 08:00,127,충주,70,0.6,23.7,69,999.0,1.2,1.0,1,
2026-06-30 09:00,127,충주,270,0.5,25.5,59,999.1,1.89,1.0,2,
2026-06-30 10:00,127,충주,160,1.1,26.8,54,999.0,2.54,1.0,1,
2026-06-30 11:00,127,충주,20,1.5,28.5,52,998.4,3.0,1.0,4,
2026-06-30 12:00,127,충주,180,1.1,29.1,51,997.5,3.31,1.0,6,
2026-06-30 13:00,127,충주,180,1.6,29.8,49,997.1,2.94,0.5,7,
2026-06-30 14:00,127,충주,340,0.9,30.0,52,996.3,2.8,0.8,3,
2026-06-30 15:00,127,충주,340,1.6,31.2,46,995.8,2.43,0.7,3,
2026-06-30 16:00,127,충주,250,2.2,30.7,46,995.1,2.04,0.8,8,
2026-06-30 17:00,127,충주,250,1.6,30.7,48,994.9,1.14,0.2,7,
2026-06-30 18:00,127,충주,230,1.0,30.0,49,994.8,0.62,0.1,7,
2026-06-30 19:00,127,충주,70,1.0,27.9,60,995.5,0.13,0.0,7,
2026-06-30 20:00,127,충주,70,1.1,26.6,64,995.2,0.05,0.0,8,
2026-06-30 21:00,127,충주,90,0.9,24.9,70,995.7,,,8,
2026-06-30 22:00,127,충주,0,0.3,24.7,71,995.9,,,9,
2026-06-30 23:00,127,충주,50,1.0,24.8,70,995.8,,,10,
2026-07-01 00:00,127,충주,70,1.3,24.6,67,996.0,,,10,
2026-07-01 01:00,127,충주,0,0.4,24.3,67,995.4,,,10,
2026-07-01 02:00,127,충주,90,0.9,23.7,71,995.2,,,9,
2026-07-01 03:00,127,충주,70,0.8,23.0,74,994.7,,,10,
2026-07-01 04:00,127,충주,50,1.1,22.8,75,994.2,,,10,
2026-07-01 05:00,127,충주,50,1.8,23.0,73,994.3,,,10,
2026-07-01 06:00,127,충주,70,1.7,23.2,73,994.2,0.0,0.0,10,
2026-07-01 07:00,127,충주,50,1.6,22.7,76,994.6,0.03,0.0,10,
2026-07-01 08:00,127,충주,90,1.2,22.2,80,994.0,0.07,0.0,10,0.1
2026-07-01 09:00,127,충주,110,0.8,21.4,89,994.6,0.17,0.0,10,0.9
2026-07-01 10:00,127,충주,50,2.0,22.0,89,994.1,0.46,0.0,10,0.7
2026-07-01 11:00,127,충주,70,2.0,22.7,82,993.8,0.86,0.0,10,
2026-07-01 12:00,127,충주,70,2.5,24.5,78,993.4,1.51,0.0,10,
2026-07-01 13:00,127,충주,70,2.6,26.5,70,992.9,2.61,0.3,8,
2026-07-01 14:00,127,충주,50,2.9,27.7,58,992.6,2.72,0.8,8,
2026-07-01 15:00,127,충주,50,3.2,28.6,48,992.5,3.24,1.0,6,
2026-07-01 16:00,127,충주,50,3.3,28.4,42,991.8,2.52,1.0,7,
2026-07-01 17:00,127,충주,90,3.1,28.2,42,991.5,2.12,1.0,2,
2026-07-01 18:00,127,충주,110,2.2,28.2,44,991.4,1.47,1.0,7,
2026-07-01 19:00,127,충주,160,2.5,26.8,48,992.1,0.79,1.0,6,
2026-07-01 20:00,127,충주,140,0.9,24.2,59,992.7,0.1,0.0,1,
2026-07-01 21:00,127,충주,50,1.1,22.2,68,993.2,,,1,
2026-07-01 22:00,127,충주,110,0.8,21.8,69,993.8,,,1,
2026-07-01 23:00,127,충주,50,0.8,20.9,77,994.3,,,1,
2026-07-02 00:00,127,충주,70,0.8,20.0,79,994.8,,,1,
2026-07-02 01:00,127,충주,0,0.1,18.8,84,994.9,,,4,
2026-07-02 02:00,127,충주,90,0.8,19.1,85,994.9,,,4,
2026-07-02 03:00,127,충주,90,0.6,18.7,84,994.7,,,2,
2026-07-02 04:00,127,충주,340,0.5,18.2,87,994.9,,,2,
2026-07-02 05:00,127,충주,0,0.4,18.0,89,995.3,,,6,
2026-07-02 06:00,127,충주,360,0.6,18.6,90,995.6,0.05,0.0,8,
2026-07-02 07:00,127,충주,0,0.3,20.5,83,996.2,0.49,0.5,5,
2026-07-02 08:00,127,충주,360,0.5,22.2,78,996.6,1.07,0.7,4,
2026-07-02 09:00,127,충주,20,2.2,24.5,64,996.8,1.87,1.0,4,
2026-07-02 10:00,127,충주,340,0.9,26.7,57,996.9,2.55,1.0,3,
2026-07-02 11:00,127,충주,110,1.5,26.4,55,996.7,2.24,0.6,5,
2026-07-02 12:00,127,충주,70,0.9,28.3,50,996.3,3.12,0.7,5,
2026-07-02 13:00,127,충주,290,1.4,28.2,50,996.1,2.01,0.0,7,
2026-07-02 14:00,127,충주,360,2.0,28.8,52,995.9,1.37,0.1,8,
2026-07-02 15:00,127,충주,20,0.8,29.0,50,995.7,2.18,0.5,7,
2026-07-02 16:00,127,충주,270,1.2,29.7,45,995.3,1.42,0.4,8,
2026-07-02 17:00,127,충주,230,1.8,28.6,50,995.3,0.82,0.0,10,
2026-07-02 18:00,127,충주,250,1.5,28.1,53,995.4,0.42,0.0,10,
2026-07-02 19:00,127,충주,250,2.5,27.2,59,996.1,0.32,0.0,8,
2026-07-02 20:00,127,충주,200,2.6,26.1,62,996.6,0.02,0.0,10,
2026-07-02 21:00,127,충주,180,1.5,24.5,70,997.6,,,9,
2026-07-02 22:00,127,충주,180,2.1,23.6,73,998.3,,,10,0.0
2026-07-02 23:00,127,충주,90,0.7,22.0,88,998.1,,,6,0.4
2026-07-03 00:00,127,충주,0,0.3,21.7,89,998.3,,,7,
2026-07-03 01:00,127,충주,50,0.7,21.6,90,998.4,,,7,
2026-07-03 02:00,127,충주,50,0.5,21.6,91,998.5,,,6,
2026-07-03 03:00,127,충주,0,0.3,21.3,92,998.4,,,7,
2026-07-03 04:00,127,충주,0,0.0,21.6,91,998.5,,,7,
2026-07-03 05:00,127,충주,90,0.6,21.6,90,998.5,,,7,
2026-07-03 06:00,127,충주,90,0.6,21.7,89,998.6,0.05,0.0,9,
2026-07-03 07:00,127,충주,0,0.4,22.6,86,998.4,0.2,0.0,8,
2026-07-03 08:00,127,충주,0,0.1,23.1,80,998.5,0.32,0.0,7,
2026-07-03 09:00,127,충주,160,0.7,24.2,75,998.4,0.78,0.0,9,
2026-07-03 10:00,127,충주,160,1.5,25.5,69,998.0,2.29,0.7,4,
2026-07-03 11:00,127,충주,110,1.3,26.1,64,997.6,2.49,0.6,6,
2026-07-03 12:00,127,충주,250,1.7,27.5,60,997.4,2.29,0.3,9,
2026-07-03 13:00,127,충주,270,1.8,27.2,62,997.2,1.04,0.0,10,
2026-07-03 14:00,127,충주,250,1.9,28.0,60,996.9,1.6,0.0,9,
2026-07-03 15:00,127,충주,270,1.6,28.6,58,996.3,1.97,0.4,9,
2026-07-03 16:00,127,충주,230,1.6,29.8,53,995.9,2.22,0.8,8,
2026-07-03 17:00,127,충주,250,1.9,29.6,54,995.3,2.04,1.0,7,
2026-07-03 18:00,127,충주,320,1.3,29.9,52,995.3,1.22,0.7,3,
2026-07-03 19:00,127,충주,230,2.0,28.5,57,995.2,0.53,0.5,7,
2026-07-03 20:00,127,충주,180,1.5,27.5,62,995.0,0.06,0.0,9,
2026-07-03 21:00,127,충주,200,2.4,26.9,63,995.6,,,9,
2026-07-03 22:00,127,충주,200,1.4,26.1,66,995.9,,,8,
2026-07-03 23:00,127,충주,230,2.2,25.5,72,995.9,,,9,
2026-07-04 00:00,127,충주,0,0.3,24.5,76,995.9,,,9,
2026-07-04 01:00,127,충주,340,0.6,23.8,78,995.8,,,9,
2026-07-04 02:00,127,충주,340,2.0,23.3,80,995.3,,,10,
2026-07-04 03:00,127,충주,340,1.0,23.2,81,995.3,,,10,
2026-07-04 04:00,127,충주,360,0.9,22.7,82,994.6,,,7,
2026-07-04 05:00,127,충주,0,0.4,22.6,84,994.3,,,7,
2026-07-04 06:00,127,충주,70,0.5,22.4,84,994.4,0.03,0.0,4,
2026-07-04 07:00,127,충주,0,0.4,23.3,81,994.7,0.28,0.0,8,
2026-07-04 08:00,127,충주,0,0.1,24.1,79,994.7,0.42,0.0,8,
2026-07-04 09:00,127,충주,50,0.7,25.6,72,994.7,1.16,0.2,6,
2026-07-04 10:00,127,충주,50,0.9,27.4,63,993.7,2.14,0.7,1,
2026-07-04 11:00,127,충주,360,0.9,28.2,58,993.1,2.77,0.8,5,
2026-07-04 12:00,127,충주,230,2.1,29.3,52,993.1,2.37,0.3,6,
2026-07-04 13:00,127,충주,270,1.6,30.5,51,992.3,3.76,0.9,6,
2026-07-04 14:00,127,충주,200,2.1,30.4,51,991.9,2.63,0.8,8,
2026-07-04 15:00,127,충주,250,3.0,30.3,51,992.2,1.66,0.1,8,
2026-07-04 16:00,127,충주,270,1.6,30.3,52,991.8,1.34,0.2,8,
2026-07-04 17:00,127,충주,270,1.9,29.5,55,991.6,0.66,0.0,7,
2026-07-04 18:00,127,충주,320,1.3,29.6,56,991.3,0.84,0.2,8,
2026-07-04 19:00,127,충주,290,0.8,28.6,61,991.4,0.33,0.0,8,
2026-07-04 20:00,127,충주,90,0.5,26.3,70,991.4,0.07,0.0,9,
2026-07-04 21:00,127,충주,0,0.3,25.5,74,991.8,,,9,
2026-07-04 22:00,127,충주,70,1.0,25.2,78,992.0,,,9,
2026-07-04 23:00,127,충주,110,0.5,25.1,80,992.4,,,7,
2026-07-05 00:00,127,충주,230,1.6,25.8,76,992.5,,,7,
2026-07-05 01:00,127,충주,0,0.1,25.0,80,992.6,,,8,
2026-07-05 02:00,127,충주,0,0.0,24.2,82,992.2,,,10,
2026-07-05 03:00,127,충주,0,0.1,23.7,84,991.8,,,10,
2026-07-05 04:00,127,충주,0,0.4,23.7,85,991.2,,,10,
2026-07-05 05:00,127,충주,0,0.0,23.3,88,991.6,,,10,0.0
2026-07-05 06:00,127,충주,160,0.6,23.7,87,991.6,0.0,0.0,10,0.0
2026-07-05 07:00,127,충주,0,0.2,23.0,93,991.6,0.05,0.0,10,2.0
2026-07-05 08:00,127,충주,0,0.2,23.2,94,991.8,0.13,0.0,10,1.1
2026-07-05 09:00,127,충주,0,0.0,23.8,93,991.9,0.29,0.0,8,0.0
2026-07-05 10:00,127,충주,180,0.9,26.3,82,991.5,1.27,0.0,8,
2026-07-05 11:00,127,충주,200,2.1,26.0,79,991.2,0.75,0.0,9,
2026-07-05 12:00,127,충주,200,2.0,25.7,79,991.4,0.95,0.0,10,0.0
2026-07-05 13:00,127,충주,360,0.6,24.2,89,991.1,0.53,0.0,10,2.1
2026-07-05 14:00,127,충주,0,0.3,25.5,90,990.7,0.7,0.0,9,1.2
2026-07-05 15:00,127,충주,200,1.4,27.1,79,990.0,1.63,0.1,9,0.0
2026-07-05 16:00,127,충주,0,0.3,26.6,82,990.0,0.93,0.0,8,0.3
2026-07-05 17:00,127,충주,360,1.3,25.6,89,989.7,0.63,0.0,8,4.3
2026-07-05 18:00,127,충주,0,0.1,26.2,86,989.6,0.69,0.1,7,0.0
2026-07-05 19:00,127,충주,90,0.5,25.5,89,990.1,0.3,0.0,8,
2026-07-05 20:00,127,충주,20,0.7,24.3,93,990.5,0.05,0.0,10,5.7
2026-07-05 21:00,127,충주,70,0.5,24.0,94,991.1,,,10,11.1
2026-07-05 22:00,127,충주,90,1.0,23.7,95,991.2,,,9,2.8
2026-07-05 23:00,127,충주,90,0.9,23.7,95,991.2,,,9,0.0
2026-07-06 00:00,127,충주,70,0.6,23.6,95,991.5,,,6,
2026-07-06 01:00,127,충주,200,0.7,23.6,94,991.5,,,10,4.3
2026-07-06 02:00,127,충주,70,0.7,23.5,95,991.7,,,7,0.0
2026-07-06 03:00,127,충주,0,0.3,23.2,94,991.7,,,10,0.0
2026-07-06 04:00,127,충주,0,0.3,23.0,95,991.8,,,8,
2026-07-06 05:00,127,충주,50,1.6,23.2,95,991.3,,,5,
2026-07-06 06:00,127,충주,180,1.1,23.0,95,991.1,0.03,0.0,5,
2026-07-06 07:00,127,충주,180,0.8,24.3,93,991.6,0.38,0.0,8,
2026-07-06 08:00,127,충주,70,1.5,25.6,84,991.5,0.93,0.3,8,
2026-07-06 09:00,127,충주,70,1.3,26.2,83,992.2,1.02,0.2,10,
